årednie kursy CZK Narodowego Banku Polskiego

Data;Kurs;Zmiana;Nazwa Tabeli
2020-12-22;0.1714;-0.23;249/A/NBP/2020
2020-12-21;0.1718;1.06;248/A/NBP/2020
2020-12-18;0.1700;0.24;247/A/NBP/2020
2020-12-17;0.1696;0.18;246/A/NBP/2020
2020-12-16;0.1693;0.47;245/A/NBP/2020
2020-12-15;0.1685;-0.12;244/A/NBP/2020
2020-12-14;0.1687;0.06;243/A/NBP/2020
2020-12-11;0.1686;0.24;242/A/NBP/2020
2020-12-10;0.1682;-0.59;241/A/NBP/2020
2020-12-09;0.1692;0.00;240/A/NBP/2020
2020-12-08;0.1692;0.42;239/A/NBP/2020
2020-12-07;0.1685;-0.24;238/A/NBP/2020
2020-12-04;0.1689;-0.18;237/A/NBP/2020
2020-12-03;0.1692;-0.18;236/A/NBP/2020
2020-12-02;0.1695;-0.64;235/A/NBP/2020
2020-12-01;0.1706;-0.23;234/A/NBP/2020
2020-11-30;0.1710;-0.23;233/A/NBP/2020
2020-11-27;0.1714;0.23;232/A/NBP/2020
2020-11-26;0.1710;0.29;231/A/NBP/2020
2020-11-25;0.1705;0.12;230/A/NBP/2020
2020-11-24;0.1703;0.47;229/A/NBP/2020
2020-11-23;0.1695;-0.12;228/A/NBP/2020
2020-11-20;0.1697;0.00;227/A/NBP/2020
2020-11-19;0.1697;0.24;226/A/NBP/2020
2020-11-18;0.1693;-0.29;225/A/NBP/2020
2020-11-17;0.1698;0.06;224/A/NBP/2020
2020-11-16;0.1697;-0.06;223/A/NBP/2020
2020-11-13;0.1698;0.18;222/A/NBP/2020
2020-11-12;0.1695;-0.41;221/A/NBP/2020
2020-11-10;0.1702;0.77;220/A/NBP/2020
2020-11-09;0.1689;-0.53;219/A/NBP/2020
2020-11-06;0.1698;0.47;218/A/NBP/2020
2020-11-05;0.1690;-0.12;217/A/NBP/2020
2020-11-04;0.1692;-0.47;216/A/NBP/2020
2020-11-03;0.1700;0.41;215/A/NBP/2020
2020-11-02;0.1693;0.12;214/A/NBP/2020
2020-10-30;0.1691;0.00;213/A/NBP/2020
2020-10-29;0.1691;0.36;212/A/NBP/2020
2020-10-28;0.1685;0.48;211/A/NBP/2020
2020-10-27;0.1677;-0.06;210/A/NBP/2020
2020-10-26;0.1678;-0.42;209/A/NBP/2020
2020-10-23;0.1685;0.12;208/A/NBP/2020
2020-10-22;0.1683;-0.18;207/A/NBP/2020
2020-10-21;0.1686;0.24;206/A/NBP/2020
2020-10-20;0.1682;0.90;205/A/NBP/2020
2020-10-19;0.1667;-0.12;204/A/NBP/2020
2020-10-16;0.1669;0.30;203/A/NBP/2020
2020-10-15;0.1664;1.28;202/A/NBP/2020
2020-10-14;0.1643;0.37;201/A/NBP/2020
2020-10-13;0.1637;-0.73;200/A/NBP/2020
2020-10-12;0.1649;0.06;199/A/NBP/2020
2020-10-09;0.1648;-0.36;198/A/NBP/2020
2020-10-08;0.1654;-0.48;197/A/NBP/2020
2020-10-07;0.1662;0.12;196/A/NBP/2020
2020-10-06;0.1660;0.24;195/A/NBP/2020
2020-10-05;0.1656;-0.96;194/A/NBP/2020
2020-10-02;0.1672;-0.12;193/A/NBP/2020
2020-10-01;0.1674;0.48;192/A/NBP/2020
2020-09-30;0.1666;-1.13;191/A/NBP/2020
2020-09-29;0.1685;0.54;190/A/NBP/2020
2020-09-28;0.1676;-0.30;189/A/NBP/2020
2020-09-25;0.1681;0.36;188/A/NBP/2020
2020-09-24;0.1675;0.42;187/A/NBP/2020
2020-09-23;0.1668;0.48;186/A/NBP/2020
2020-09-22;0.1660;-0.42;185/A/NBP/2020
2020-09-21;0.1667;-0.24;184/A/NBP/2020
2020-09-18;0.1671;0.30;183/A/NBP/2020
2020-09-17;0.1666;0.12;182/A/NBP/2020
2020-09-16;0.1664;0.06;181/A/NBP/2020
2020-09-15;0.1663;-0.60;180/A/NBP/2020
2020-09-14;0.1673;-0.18;179/A/NBP/2020
2020-09-11;0.1676;0.06;178/A/NBP/2020
2020-09-10;0.1675;-0.36;177/A/NBP/2020
2020-09-09;0.1681;0.30;176/A/NBP/2020
2020-09-08;0.1676;-0.30;175/A/NBP/2020
2020-09-07;0.1681;-0.24;174/A/NBP/2020
2020-09-04;0.1685;0.24;173/A/NBP/2020
2020-09-03;0.1681;0.36;172/A/NBP/2020
2020-09-02;0.1675;-0.12;171/A/NBP/2020
2020-09-01;0.1677;0.00;170/A/NBP/2020
2020-08-31;0.1677;0.00;169/A/NBP/2020
2020-08-28;0.1677;-0.06;168/A/NBP/2020
2020-08-27;0.1678;-0.12;167/A/NBP/2020
2020-08-26;0.1680;-0.24;166/A/NBP/2020
2020-08-25;0.1684;-0.18;165/A/NBP/2020
2020-08-24;0.1687;0.12;164/A/NBP/2020
2020-08-21;0.1685;-0.12;163/A/NBP/2020
2020-08-20;0.1687;0.36;162/A/NBP/2020
2020-08-19;0.1681;-0.12;161/A/NBP/2020
2020-08-18;0.1683;0.06;160/A/NBP/2020
2020-08-17;0.1682;-0.12;159/A/NBP/2020
2020-08-14;0.1684;-0.06;158/A/NBP/2020
2020-08-13;0.1685;0.06;157/A/NBP/2020
2020-08-12;0.1684;0.30;156/A/NBP/2020
2020-08-11;0.1679;0.18;155/A/NBP/2020
2020-08-10;0.1676;-0.12;154/A/NBP/2020
2020-08-07;0.1678;-0.53;153/A/NBP/2020
2020-08-06;0.1687;0.24;152/A/NBP/2020
2020-08-05;0.1683;0.12;151/A/NBP/2020
2020-08-04;0.1681;0.12;150/A/NBP/2020
2020-08-03;0.1679;-0.36;149/A/NBP/2020
2020-07-31;0.1685;0.42;148/A/NBP/2020
2020-07-30;0.1678;-0.36;147/A/NBP/2020
2020-07-29;0.1684;0.36;146/A/NBP/2020
2020-07-28;0.1678;-0.12;145/A/NBP/2020
2020-07-27;0.1680;0.18;144/A/NBP/2020
2020-07-24;0.1677;-0.06;143/A/NBP/2020
2020-07-23;0.1678;-0.24;142/A/NBP/2020
2020-07-22;0.1682;0.48;141/A/NBP/2020
2020-07-21;0.1674;-0.30;140/A/NBP/2020
2020-07-20;0.1679;0.06;139/A/NBP/2020
2020-07-17;0.1678;-0.24;138/A/NBP/2020
2020-07-16;0.1682;0.12;137/A/NBP/2020
2020-07-15;0.1680;-0.18;136/A/NBP/2020
2020-07-14;0.1683;0.48;135/A/NBP/2020
2020-07-13;0.1675;0.00;134/A/NBP/2020
2020-07-10;0.1675;-0.24;133/A/NBP/2020
2020-07-09;0.1679;0.36;132/A/NBP/2020
2020-07-08;0.1673;0.00;131/A/NBP/2020
2020-07-07;0.1673;-0.06;130/A/NBP/2020
2020-07-06;0.1674;-0.24;129/A/NBP/2020
2020-07-03;0.1678;0.00;128/A/NBP/2020


èrÛd≥o: Bankier.pl

